"category","title","level","description","starter_code","test_cases","hints","id","function_name"
"dynamic-programming","Maximum Subarray (Kadane)","beginner","Bir dizide en büyük toplam alt diziyi bul.
Kadane's algorithm — O(n).","def max_subarray(nums: list) -> int:
    # current = max(current + num, num), best = max(best, current)
    pass","[{""input"": [-2, 1, -3, 4, -1, 2, 1, -5, 4], ""expected"": 6}, {""input"": [1], ""expected"": 1}]","[""💡 current_max ya current + num ya num"", ""💡 best'i her adımda güncelle"", ""💡 Hepsi negatifse en büyük negatif döner""]","147","max_subarray"
"dynamic-programming","Word Break","intermediate","String s, wordDict'teki kelimelerle oluşturulabilir mi?
Her kelime en az 1 kez, sırasıyla.","def word_break(s: str, word_dict: list) -> bool:
    # dp[i] = s[:i] wordDict ile olusturulabilir mi
    pass","[{""input"": {""s"": ""leetcode"", ""word_dict"": [""leet"", ""code""]}, ""expected"": true}, {""input"": {""s"": ""catsandog"", ""word_dict"": [""cats"", ""dog"", ""sand"", ""and"", ""cat""]}, ""expected"": false}]","[""💡 dp[0]=True, dp[i] = any(dp[j] and s[j:i] in wordDict for j<i)"", ""💡 set'e çevir lookup için O(1)"", ""💡 İç döngüyü j üzerinde tut""]","148","word_break"
"dynamic-programming","Edit Distance","advanced","word1'i word2'ye çevirmek için minimum işlem.
İşlemler: insert, delete, replace (her biri 1).","def edit_distance(word1: str, word2: str) -> int:
    # dp[i][j] = word1[:i] → word2[:j] mesafesi
    pass","[{""input"": {""word1"": ""horse"", ""word2"": ""ros""}, ""expected"": 3}, {""input"": {""word1"": ""intention"", ""word2"": ""execution""}, ""expected"": 5}]","[""💡 Eşit karakter: dp[i][j] = dp[i-1][j-1]"", ""💡 Farklı: 1 + min(insert, delete, replace)"", ""💡 dp[0][j]=j, dp[i][0]=i""]","149","edit_distance"
"dynamic-programming","Unique Paths","beginner","m×n grid'de (0,0)'dan (m-1,n-1)'e sadece sağ/aşağı.
Kaç farklı yol?","def unique_paths(m: int, n: int) -> int:
    # dp[i][j] = (0,0)'dan (i,j)'ye yol sayisi
    pass","[{""input"": {""m"": 3, ""n"": 7}, ""expected"": 28}, {""input"": {""m"": 3, ""n"": 2}, ""expected"": 3}]","[""💡 dp[i][j] = dp[i-1][j] + dp[i][j-1]"", ""💡 dp[0][j]=dp[i][0]=1"", ""💡 1D versiyon: sadece son satırı tut""]","150","unique_paths"
"dynamic-programming","House Robber","beginner","Bir dizi ev var. Yan yana iki ev soyamazsın.
Maksimum para.","def rob(nums: list) -> int:
    # dp[i] = ilk i ev icin max, dp[i] = max(dp[i-1], dp[i-2]+nums[i-1])
    pass","[{""input"": [1, 2, 3, 1], ""expected"": 4}, {""input"": [2, 7, 9, 3, 1], ""expected"": 12}]","[""💡 ya i. evi soy ya soymа"", ""💡 dp[i] = max(dp[i-1], dp[i-2] + nums[i-1])"", ""💡 O(1) hafıza: prev1, prev2""]","151","rob"
"dynamic-programming","Decode Ways","intermediate","Sayı string'ini decode et. 'A'=1, 'B'=2, ..., 'Z'=26.
Kaç farklı yol var?","def num_decodings(s: str) -> int:
    # dp[i] = s[:i] decode yol sayisi
    pass","[{""input"": ""12"", ""expected"": 2}, {""input"": ""226"", ""expected"": 3}, {""input"": ""06"", ""expected"": 0}]","[""💡 '0' ile başlayan geçersiz"", ""💡 Tek hane: dp[i] += dp[i-1] (eğer s[i-1] != '0')"", ""💡 İki hane: dp[i] += dp[i-2] (eğer 10 <= int(s[i-2:i]) <= 26)""]","152","num_decodings"
"dynamic-programming","Partition Equal Subset Sum","intermediate","Dizi iki alt kümeye bölünebilir mi, eşit toplam?
Subset sum problemi.","def can_partition(nums: list) -> bool:
    # toplam tekse False, dp[target] kontrol et
    pass","[{""input"": [1, 5, 11, 5], ""expected"": true}, {""input"": [1, 2, 3, 5], ""expected"": false}]","[""💡 Hedef = toplam // 2"", ""💡 Toplam tekse hemen False"", ""💡 dp[s] = s toplam elde edilebilir mi""]","153","can_partition"
"heap","Kth Largest Element","beginner","Bir dizideki k. en büyük elemanı bul.
O(n log k) heap ile.","def find_kth_largest(nums: list, k: int) -> int:
    # heapq.nlargest(k, nums)[-1] veya min-heap k boyutunda
    pass","[{""input"": {""nums"": [3, 2, 1, 5, 6, 4], ""k"": 2}, ""expected"": 5}, {""input"": {""nums"": [3, 2, 3, 1, 2, 4, 5, 5, 6], ""k"": 4}, ""expected"": 4}]","[""💡 heapq.nlargest(k, nums)[-1] O(n log k)"", ""💡 Veya min-heap tut, boyut k'yı geçince pop"", ""💡 Quickselect O(n) ortalama ama unstable""]","154","find_kth_largest"
"heap","Top K Frequent Elements","intermediate","Bir dizide en sık geçen k elemanı bul.
Sonuç listesi herhangi bir sırada olabilir.
Counter + heapq.nlargest veya bucket sort ile O(n log k).","def top_k_frequent(nums: list, k: int) -> list:
    # Counter + heapq.nlargest
    pass","[{""input"": {""nums"": [1, 1, 1, 2, 2, 3], ""k"": 2}, ""expected"": [1, 2], ""description"": ""klasik""}, {""input"": {""nums"": [1], ""k"": 1}, ""expected"": [1], ""description"": ""tek eleman""}, {""input"": {""nums"": [4, 4, 4, 5, 5, 6], ""k"": 1}, ""expected"": [4], ""description"": ""k=1, en sık 4""}, {""input"": {""nums"": [1, 2, 3, 4, 5], ""k"": 3}, ""expected"": [1, 2, 3], ""description"": ""hepsi eşit sıklıkta""}]","[""💡 Counter ile frekansları say"", ""💡 heapq.nlargest(k, freq.items(), key=lambda x: x[1])"", ""💡 Bucket sort O(n) ile de yapılabilir""]","155","top_k_frequent"
"heap","Merge K Sorted Lists","advanced","K tane sıralı listeyi tek sıralı liste olarak birleştir.
List[list[int]] input olarak gelir.","def merge_k_sorted(lists: list) -> list:
    # heapq ile k heap, her seferinde min pop
    pass","[{""input"": [[1, 4, 5], [1, 3, 4], [2, 6]], ""expected"": [1, 1, 2, 3, 4, 4, 5, 6], ""description"": ""klasik 3 liste""}, {""input"": [[], [1, 2], []], ""expected"": [1, 2], ""description"": ""boş listeler var""}, {""input"": [[1]], ""expected"": [1], ""description"": ""tek liste tek eleman""}, {""input"": [], ""expected"": [], ""description"": ""boş input""}]","[""💡 heapq.merge(*lists) kullan"", ""💡 Veya manuel: (val, idx, list_idx) tuple heap'le"", ""💡 Her adımda en küçük elemanı al""]","156","merge_k_sorted"
"heap","Find Median from Data Stream","advanced","Veri akışından medyanı bul.
İki heap: max-heap (küçük yarı) + min-heap (büyük yarı).","class MedianFinder:
    def __init__(self):
        # self.small = [], self.large = []
        pass
    def add_num(self, num: int) -> None:
        pass
    def find_median(self) -> float:
        pass","[{""ops"": [""MedianFinder"", ""addNum"", ""addNum"", ""findMedian"", ""addNum"", ""findMedian""], ""args"": [[], [1], [2], [], [3], []], ""expected"": [null, null, null, 1.5, null, 2.0], ""description"": ""klasik""}, {""ops"": [""MedianFinder"", ""addNum"", ""findMedian""], ""args"": [[], [5], []], ""expected"": [null, null, 5.0], ""description"": ""tek eleman""}, {""ops"": [""MedianFinder"", ""addNum"", ""addNum"", ""addNum"", ""addNum"", ""findMedian""], ""args"": [[], [2], [3], [4], [5], []], ""expected"": [null, null, null, null, 3.5], ""description"": ""4 eleman sonra medyan""}, {""ops"": [""MedianFinder"", ""addNum"", ""addNum"", ""addNum""], ""args"": [[], [1], [2], [3], []], ""expected"": [null, null, null, 2.0], ""description"": ""3 eleman sonra medyan 2""}]","[""💡 small (max-heap) ≤ large (min-heap)"", ""💡 len(small) >= len(large), fark max 1"", ""💡 Medyan: small[0] veya (small[0]+large[0])/2""]","157","__init__"
"heap","Task Scheduler","intermediate","Aynı task arasında en az n boşluk olmalı.
Minimum süre?","def least_interval(tasks: list, n: int) -> int:
    # max frekanslı task etrafında plan yap
    pass","[{""input"": {""tasks"": [""A"", ""A"", ""A"", ""B"", ""B"", ""B""], ""n"": 2}, ""expected"": 8, ""description"": ""klasik AABBBA, n=2""}, {""input"": {""tasks"": [""A"", ""A"", ""A"", ""B"", ""B"", ""B""], ""n"": 0}, ""expected"": 6, ""description"": ""n=0 boşluk yok""}, {""input"": {""tasks"": [""A"", ""B"", ""C""], ""n"": 3}, ""expected"": 3, ""description"": ""tekrar yok""}, {""input"": {""tasks"": [""A"", ""A"", ""A"", ""A""], ""n"": 2}, ""expected"": 10, ""description"": ""tek tür task""}]","[""💡 En sık task sayısı f_max"", ""💡 minimum = max(len(tasks), (f_max-1)*(n+1) + max_count)"", ""💡 max_count = f_max olan task sayısı""]","158","least_interval"
"heap","K Closest Points to Origin","intermediate","Orijine (0,0) Öklid uzaklığına göre en yakın K noktayı bul.
Uzaklık = sqrt(x^2 + y^2). Karesi ile karşılaştırma yeterli.
Heap veya sort ile O(n log n).","def k_closest(points: list, k: int) -> list:
    # (uzaklık, x, y) tuple'a göre heap
    pass","[{""input"": {""points"": [[1, 3], [-2, 2]], ""k"": 1}, ""expected"": [[-2, 2]], ""description"": ""klasik""}, {""input"": {""points"": [[3, 3], [5, -1], [-2, 4]], ""k"": 2}, ""expected"": [[3, 3], [-2, 4]], ""description"": ""k=2""}, {""input"": {""points"": [[0, 0]], ""k"": 1}, ""expected"": [[0, 0]], ""description"": ""orijinde tek nokta""}, {""input"": {""points"": [[1, 1], [2, 2], [3, 3]], ""k"": 3}, ""expected"": [[1, 1], [2, 2], [3, 3]], ""description"": ""hepsi eşit mesafede""}]","[""💡 heapq.nsmallest(k, points, key=lambda p: p[0]**2 + p[1]**2)"", ""💡 Veya max-heap k boyutunda, O(n log k)"", ""💡 Uzaklık hesabı: sqrt yerine karesi yeterli""]","159","k_closest"
"heap","Last Stone Weight","beginner","İki en ağır taşı çarpıştır, küçük olan kaybolur.
Son kalan taşın ağırlığı?","def last_stone_weight(stones: list) -> int:
    # heapq'yu max-heap gibi kullan (negatif değer)
    pass","[{""input"": [2, 7, 4, 1, 8, 1], ""expected"": 1, ""description"": ""klasik örnek""}, {""input"": [1], ""expected"": 1, ""description"": ""tek taş""}, {""input"": [2, 2], ""expected"": 0, ""description"": ""eşit ağırlık, ikisi de yok olur""}, {""input"": [10, 4, 2, 10], ""expected"": 2, ""description"": ""iki büyük eşit""}]","[""💡 heapq min-heap, ama max-heap için negatifleri sakla"", ""💡 heapq.heappush/heappop ile yönet"", ""💡 Eşitse ikisi de silinir""]","160","last_stone_weight"
"heap","Smallest Number Range","advanced","K sıralı dizide hepsinden en az 1 eleman içeren
en küçük aralık [a,b]?","def smallest_range(nums: list) -> list:
    # heap ile (max, idx, list_idx) takip
    pass","[{""input"": [[4, 10, 15, 24, 26], [0, 9, 12, 20], [5, 18, 22, 30]], ""expected"": [20, 24], ""description"": ""klasik örnek""}, {""input"": [[1, 2, 3], [4, 5], [6, 7, 8, 9]], ""expected"": [4, 6], ""description"": ""basit""}, {""input"": [[1], [2], [3]], ""expected"": [1, 3], ""description"": ""her listeden birer eleman""}, {""input"": [[1, 2, 3, 4], [5, 6, 7, 8]], ""expected"": [1, 5], ""description"": ""iki liste""}]","[""💡 Her diziden ilk elemanı al, heap'e koy"", ""💡 Min'i pop, max'i tut, aralık güncelle"", ""💡 Pop edilen listeden sonraki elemana bak""]","161","smallest_range"
"stack","Valid Parentheses","beginner","Bir string'de parantezler dengeli mi kontrol et. Sadece () [] {} karakterleri.
Açılışta stack push, kapanışta pop ve eşleşme kontrolü.
Kapanışta stack boşsa False döndür.","def is_valid(s: str) -> bool:
    # stack, açılışta push, kapanışta pop ve match kontrol
    pass","[{""input"": ""()"", ""expected"": true, ""description"": ""en basit""}, {""input"": ""()[]{}"", ""expected"": true, ""description"": ""üç tip doğru""}, {""input"": ""(]"", ""expected"": false, ""description"": ""yanlış cins eşleşme""}, {""input"": ""([)]"", ""expected"": false, ""description"": ""yanlış sıralama""}, {""input"": ""{[]}"", ""expected"": true, ""description"": ""iç içe doğru""}]","[""💡 Stack'te son açılan parantezi tut"", ""💡 Kapanış gelince stack'ten pop, eşleşmeli"", ""💡 String sonunda stack boş olmalı""]","162","is_valid"
"stack","Min Stack","intermediate","Stack O(1)'de push, pop, top, getMin.
Her değer için şu ana kadarki min'i sakla.","class MinStack:
    def __init__(self): pass
    def push(self, val: int) -> None: pass
    def pop(self) -> None: pass
    def top(self) -> int: pass
    def get_min(self) -> int: pass","[{""ops"": [""MinStack"", ""push"", ""push"", ""push"", ""getMin"", ""pop"", ""getMin""], ""args"": [[], [-2], [0], [-3], [], [], []], ""expected"": [null, null, null, null, -3, null, -2], ""description"": ""klasik""}, {""ops"": [""MinStack"", ""push"", ""getMin""], ""args"": [[], [5], []], ""expected"": [null, null, 5], ""description"": ""tek push""}, {""ops"": [""MinStack"", ""push"", ""push"", ""top"", ""getMin""], ""args"": [[], [1], [2], [], []], ""expected"": [null, null, 2, 1], ""description"": ""top + getMin""}, {""ops"": [""MinStack"", ""push"", ""push"", ""push"", ""pop"", ""pop"", ""getMin""], ""args"": [[], [2], [0], [3], [], [], []], ""expected"": [null, null, null, null, null, null, 2], ""description"": ""pop sonrası min""}]","[""💡 Tuple stack: (val, current_min)"", ""💡 Her push'ta min(val, son_min)"", ""💡 Pop'ta tuple'ı sil, top eski tuple'dan""]","163","__init__"
"stack","Daily Temperatures","intermediate","Her gün için, sonraki daha sıcak günü kaç gün sonra?
Yoksa 0.","def daily_temperatures(temps: list) -> list:
    # monotonik stack, index tut
    pass","[{""input"": [73, 74, 75, 71, 69, 72, 76, 73], ""expected"": [1, 1, 4, 2, 1, 1, 0, 0], ""description"": ""klasik LeetCode""}, {""input"": [30, 40, 50, 60], ""expected"": [1, 1, 1, 0], ""description"": ""artan dizi""}, {""input"": [30, 60, 90], ""expected"": [1, 1, 0], ""description"": ""kısa artan""}, {""input"": [90, 80, 70], ""expected"": [0, 0, 0], ""description"": ""azalan dizi, hep 0""}]","[""💡 Stack'te index tut"", ""💡 Mevcut sıcaklık > stack top ise: farkı yaz, pop"", ""💡 Stack monoton decreasing kalır""]","164","daily_temperatures"
"stack","Evaluate Reverse Polish Notation","intermediate","Reverse Polish Notation (RPN) ifadesini hesapla. Token'lar liste halinde gelir.
Sayılar int, operatörler '+', '-', '*', '/' olabilir. Bölme trunc towards zero.
Stack kullan: sayı push, operatör gelince 2 pop.","def eval_rpn(tokens: list) -> int:
    # stack, sayı push, operatör gelince 2 pop ve hesapla
    pass","[{""input"": [""2"", ""1"", ""+"", ""3"", ""*""], ""expected"": 9, ""description"": ""(2+1)*3 = 9""}, {""input"": [""4"", ""13"", ""5"", ""/"", ""+""], ""expected"": 6, ""description"": ""4 + (13/5) = 6""}, {""input"": [""10"", ""6"", ""9"", ""3"", ""+"", ""-11"", ""*"", ""/"", ""*"", ""17"", ""+"", ""5"", ""+""], ""expected"": 22, ""description"": ""karmaşık LeetCode örneği""}, {""input"": [""5""], ""expected"": 5, ""description"": ""tek sayı""}]","[""💡 Operatör değilse stack'e push"", ""💡 Operatörse 2 sayıyı pop ve uygula"", ""💡 Bölme Python negatif-yuvarlama farkına dikkat""]","165","eval_rpn"
"stack","Largest Rectangle in Histogram","advanced","Histogramdaki en büyük dikdörtgen alanı bul.
Her bar yüksekliği heights[i]. Dikdörtgen bir veya birden fazla ardışık bar kullanabilir.
Monotonik stack ile O(n).","def largest_rectangle(heights: list) -> int:
    # stack'te index tut, artan heights
    pass","[{""input"": [2, 1, 5, 6, 2, 3], ""expected"": 10, ""description"": ""klasik""}, {""input"": [2, 4], ""expected"": 4, ""description"": ""iki bar""}, {""input"": [1], ""expected"": 1, ""description"": ""tek bar""}, {""input"": [0, 0, 0], ""expected"": 0, ""description"": ""sıfır yükseklik""}]","[""💡 Stack'te artan yüksekliklerin indexleri"", ""💡 heights[i] < stack top: genişlik = i - stack[-2] - 1"", ""💡 Sonda sentinel -1 ile stack boşalt""]","166","largest_rectangle"
"queue","Implement Queue with Stacks","beginner","Sadece stack kullanarak queue implement et.
Amortized O(1).","class MyQueue:
    def __init__(self): pass
    def push(self, x: int) -> None: pass
    def pop(self) -> int: pass
    def peek(self) -> int: pass
    def empty(self) -> bool: pass","[{""ops"": [""MyQueue"", ""push"", ""push"", ""peek"", ""pop"", ""empty""], ""args"": [[], [1], [2], [], [], []], ""expected"": [null, null, null, 1, 1, false], ""description"": ""klasik""}, {""ops"": [""MyQueue"", ""push"", ""pop"", ""empty""], ""args"": [[], [5], [], []], ""expected"": [null, null, 5, true], ""description"": ""tek push pop""}, {""ops"": [""MyQueue"", ""empty""], ""args"": [[]], ""expected"": [null, true], ""description"": ""boş queue kontrolü""}, {""ops"": [""MyQueue"", ""push"", ""push"", ""push"", ""pop"", ""pop"", ""pop"", ""empty""], ""args"": [[], [1], [2], [3], [], [], [], []], ""expected"": [null, null, null, null, 1, 2, 3, true], ""description"": ""FIFO sıra""}]","[""💡 İki stack: input + output"", ""💡 Pop/peek'te output boşsa input'tan aktar"", ""💡 Amortized O(1): her eleman max 2 kez taşınır""]","167","__init__"
"queue","Sliding Window Maximum","advanced","Her k-boyutlu pencerede maksimum.
Deque (monotonic queue) — O(n).","def max_sliding_window(nums: list, k: int) -> list:
    # deque, (idx, val) tut, monoton decreasing
    pass","[{""input"": {""nums"": [1, 3, -1, -3, 5, 3, 6, 7], ""k"": 3}, ""expected"": [3, 3, 5, 5, 6, 7], ""description"": ""klasik""}, {""input"": {""nums"": [1], ""k"": 1}, ""expected"": [1], ""description"": ""tek eleman""}, {""input"": {""nums"": [9, 11], ""k"": 2}, ""expected"": [11], ""description"": ""iki elemanlı pencere""}, {""input"": {""nums"": [4, -2], ""k"": 2}, ""expected"": [4], ""description"": ""negatif sayılar""}]","[""💡 deque sol = en büyük, monoton decreasing"", ""💡 Yeni eleman daha büyükse arkadan küçükleri at"", ""💡 i >= k-1 olduğunda deque[0] cevap""]","168","max_sliding_window"
"queue","Design Circular Queue","intermediate","Sabit boyutlu circular queue tasarla.
FIFO, front/rear wrap eder.","class CircularQueue:
    def __init__(self, k: int): pass
    def en_queue(self, value: int) -> bool: pass
    def de_queue(self) -> bool: pass
    def front(self) -> int: pass
    def rear(self) -> int: pass
    def is_empty(self) -> bool: pass
    def is_full(self) -> bool: pass","[{""ops"": [""CircularQueue"", ""enQueue"", ""enQueue"", ""enQueue"", ""enQueue"", ""rear"", ""isFull"", ""deQueue"", ""enQueue"", ""front""], ""args"": [[3], [1], [2], [3], [4], [], [], [], [4], []], ""expected"": [null, true, true, true, false, 3, true, true, true, 4], ""description"": ""klasik LeetCode""}, {""ops"": [""CircularQueue"", ""enQueue"", ""deQueue"", ""front""], ""args"": [[2], [1], [], []], ""expected"": [null, true, true, -1], ""description"": ""dequeue sonrası boş""}, {""ops"": [""CircularQueue"", ""enQueue"", ""rear"", ""isFull""], ""args"": [[1], [1], [], []], ""expected"": [null, true, 1, true], ""description"": ""kapasite 1 dolu""}, {""ops"": [""CircularQueue"", ""enQueue"", ""enQueue"", ""deQueue"", ""deQueue"", ""isEmpty""], ""args"": [[2], [1], [2], [], [], []], ""expected"": [null, true, true, true, true, true], ""description"": ""boşaldıktan sonra isEmpty""}]","[""💡 head/tail index, modulo ile wrap"", ""💡 count ile boş/dolu takibi"", ""💡 Veya bir slot boş bırak (head==tail → boş)""]","169","__init__"
"queue","Number of Recent Calls","beginner","Son 3000 ms içindeki ping sayısı.
Her ping() çağrısı için.","class RecentCounter:
    def __init__(self): pass
    def ping(self, t: int) -> int:
        # deque, t-3000'den küçükleri at
        pass","[{""ops"": [""RecentCounter"", ""ping"", ""ping"", ""ping"", ""ping""], ""args"": [[], [1], [100], [3001], [3002]], ""expected"": [null, 1, 2, 3, 3], ""description"": ""klasik""}, {""ops"": [""RecentCounter"", ""ping"", ""ping""], ""args"": [[], [1], [3001]], ""expected"": [null, 1, 1], ""description"": ""3001'den düşen""}, {""ops"": [""RecentCounter"", ""ping""], ""args"": [[], [5000]], ""expected"": [null, 1], ""description"": ""tek ping""}, {""ops"": [""RecentCounter"", ""ping"", ""ping"", ""ping""], ""args"": [[], [1], [2000], [5000]], ""expected"": [null, 1, 2, 1], ""description"": ""ardışık pencereler""}]","[""💡 deque'ya t ekle"", ""💡 deque[0] < t-3000 ise pop"", ""💡 len(deque) = cevap""]","170","__init__"
"queue","Moving Average from Data Stream","intermediate","Son N değerin hareketli ortalamasını (sliding window) hesapla.
next(val) çağrıldıkça queue'nun son N değerinin ortalamasını döndür.
N'den az eleman varsa mevcut elemanların ortalamasını al.","class MovingAverage:
    def __init__(self, size: int): pass
    def next(self, val: float) -> float:
        # queue, sum, window dolunca eskiyi cikar
        pass","[{""ops"": [""MovingAverage"", ""next"", ""next"", ""next"", ""next""], ""args"": [[3], [1], [10], [3], [5]], ""expected"": [null, 1.0, 5.5, 4.666666666666667, 6.0], ""description"": ""klasik LeetCode""}, {""ops"": [""MovingAverage"", ""next""], ""args"": [[2], [5]], ""expected"": [null, 5.0], ""description"": ""tek değer""}, {""ops"": [""MovingAverage"", ""next"", ""next"", ""next""], ""args"": [[2], [1], [2], [3]], ""expected"": [null, 1.0, 1.5, 2.5], ""description"": ""sliding window""}, {""ops"": [""MovingAverage"", ""next"", ""next""], ""args"": [[1], [10], [20]], ""expected"": [null, 10.0, 20.0], ""description"": ""pencere boyutu 1""}]","[""💡 deque maxlen=size"", ""💡 sum tut"", ""💡 Her next: push + sum güncelle""]","171","__init__"
"dynamic-programming","Longest Palindromic Subsequence","intermediate","Bir string'in en uzun palindromik alt-dizisinin (subsequence) uzunluğunu bul. Karakterler arası karakter atlanabilir, sıra korunmalı.
Örnek: 'bbbab' → 4 ('bbbb').","def longest_palindromic_subsequence(text: str) -> int:
    pass","[{""input"": ""bbbab"", ""expected"": 4}, {""input"": ""cbbd"", ""expected"": 2}, {""input"": ""a"", ""expected"": 1}, {""input"": ""racecar"", ""expected"": 7}]","[""💡 İpucu 1: dp[i][j] = i..j aralığındaki en uzun palindromik subsequence uzunluğu."", ""💡 İpucu 2: text[i] == text[j] ise dp[i][j] = dp[i+1][j-1] + 2, değilse max(dp[i+1][j], dp[i][j-1])."", ""💡 İpucu 3: text ve text[::-1] için LCS problemine indirgenebilir.""]","172","longest_palindromic_subsequence"
"dynamic-programming","Longest Palindromic Substring","intermediate","Bir string içindeki en uzun palindromik alt-string'i (substring) bul.
Örnek: 'babad' → 'bab' (veya 'aba', uzunluk 3).","def longest_palindromic_substring(text: str) -> str:
    pass","[{""input"": ""babad"", ""expected"": ""bab""}, {""input"": ""cbbd"", ""expected"": ""bb""}, {""input"": ""a"", ""expected"": ""a""}, {""input"": ""racecar"", ""expected"": ""racecar""}]","[""💡 İpucu 1: dp[i][j] = text[i..j] palindrom mu (boolean)."", ""💡 İpucu 2: 2 uzunluk için text[i] == text[i+1] kontrolü, daha uzun için text[i] == text[j] ve dp[i+1][j-1]."", ""💡 İpucu 3: Expand-around-center O(n²) alternatif çözüm.""]","173","longest_palindromic_substring"
"dynamic-programming","Matrix Chain Multiplication","advanced","Bir matris zincirinin çarpımı için minimum skaler çarpma sayısını bul. Matrisler soldan sağa çarpılır.
Örnek: p = [1, 2, 3, 4] (3 matris: 1x2, 2x3, 3x4) → 18.","def matrix_chain_order(dims: list[int]) -> int:
    pass","[{""input"": [1, 2, 3, 4], ""expected"": 18}, {""input"": [10, 30, 5, 60], ""expected"": 4500}, {""input"": [40, 20, 30, 10, 30], ""expected"": 26000}]","[""💡 İpucu 1: dp[i][j] = matris i..j çarpımı için min cost."", ""💡 İpucu 2: Tüm k parçaları için böl: dp[i][j] = min(dp[i][k] + dp[k][j] + dims[i]*dims[k]*dims[j])."", ""💡 İpucu 3: O(n³) DP, Knuth optimization ile O(n²) iyileştirme mümkün.""]","174","matrix_chain_order"
"dynamic-programming","Minimum Path Sum","intermediate","Sol-üst köşeden sağ-alt köşeye, sadece sağa/aşağı hareketle minimum toplam yol bul.
Örnek: [[1,3,1],[1,5,1],[4,2,1]] → 7 (1→3→1→1→1).","def min_path_sum(grid: list[list[int]]) -> int:
    pass","[{""input"": [[1, 3, 1], [1, 5, 1], [4, 2, 1]], ""expected"": 7}, {""input"": [[1, 2, 3], [4, 5, 6]], ""expected"": 12}, {""input"": [[1]], ""expected"": 1}]","[""💡 İpucu 1: dp[i][j] = (0,0)'den (i,j)'ye minimum toplam."", ""💡 İpucu 2: dp[i][j] = grid[i][j] + min(dp[i-1][j], dp[i][j-1]) (kenar kontrolleri ile)."", ""💡 İpucu 3: In-place: grid[i][j] += min(grid[i-1][j], grid[i][j-1]).""]","175","min_path_sum"
"dynamic-programming","Distinct Subsequences","advanced","String s, string t'nin kaç farklı alt-dizisini (subsequence) içeriyor?
Örnek: s='rabbbit', t='rabbit' → 3.","def num_distinct(s: str, t: str) -> int:
    pass","[{""input"": {""s"": ""rabbbit"", ""t"": ""rabbit""}, ""expected"": 3}, {""input"": {""s"": ""babgbag"", ""t"": ""bag""}, ""expected"": 5}, {""input"": {""s"": ""abc"", ""t"": ""abc""}, ""expected"": 1}]","[""💡 İpucu 1: dp[i][j] = s[:i] içinde t[:j]'nin kaç farklı subsequence olduğu."", ""💡 İpucu 2: s[i-1] == t[j-1] ise dp[i][j] = dp[i-1][j-1] + dp[i-1][j], değilse dp[i][j] = dp[i-1][j]."", ""💡 İpucu 3: 1D DP'ye indirgenebilir (O(n) bellek).""]","176","num_distinct"
"dynamic-programming","Interleaving String","advanced","s3, s1 ve s2'nin bir interleaving'i mi? Karakter sırası korunmalı.
Örnek: s1='aabcc', s2='dbbca', s3='aadbbcbcac' → True.","def is_interleave(s1: str, s2: str, s3: str) -> bool:
    pass","[{""input"": {""s1"": ""aabcc"", ""s2"": ""dbbca"", ""s3"": ""aadbbcbcac""}, ""expected"": true}, {""input"": {""s1"": ""aabcc"", ""s2"": ""dbbca"", ""s3"": ""aadbbbaccc""}, ""expected"": false}, {""input"": {""s1"": """", ""s2"": """", ""s3"": """"}, ""expected"": true}]","[""💡 İpucu 1: dp[i][j] = s1[:i] ve s2[:j]'nin s3[:i+j] interleaving'i mi?"", ""💡 İpucu 2: s3[i+j-1] == s1[i-1] ise dp[i][j] |= dp[i-1][j]; s3[i+j-1] == s2[j-1] ise dp[i][j] |= dp[i][j-1]."", ""💡 İpucu 3: 1D DP yeterli (sadece önceki satır).""]","177","is_interleave"
"dynamic-programming","Burst Balloons","advanced","n balon, her patlatmada balonun sol ve sağındaki komşu balonların sayıları çarpılır. Tüm balonları patlatarak maksimum toplam puanı bul.
Örnek: [3,1,5,8] → 167.","def max_coins(nums: list[int]) -> int:
    pass","[{""input"": [3, 1, 5, 8], ""expected"": 167}, {""input"": [1, 5], ""expected"": 10}, {""input"": [10], ""expected"": 10}]","[""💡 İpucu 1: Başına ve sonuna 1 ekle: [1, 3, 1, 5, 8, 1]."", ""💡 İpucu 2: Interval DP: dp[i][j] = (i, j) aralığındaki maksimum coin (i ve j kalan balonlar)."", ""💡 İpucu 3: k balonu son patlatılan: dp[i][j] = max(dp[i][k] + dp[k][j] + nums[i]*nums[k]*nums[j]).""]","178","max_coins"
